Mw,Rhyp,Vs30,FM,SA(T=0),SA(T=0.01),SA(T=0.015),SA(T=0.02),SA(T=0.03),SA(T=0.04),SA(T=0.05),SA(T=0.06),SA(T=0.075),Sa(T0.09),Sa(T0.1),Sa(T0.15),Sa(T=0.2),Sa(T=0.3),Sa(T=0.4),Sa(T=0.5),Sa(T=0.6),Sa(T=0.7),Sa(T=0.75),Sa(T=0.8),Sa(T=0.9),Sa(T=1),Sa(T=1.2),Sa(T=1.5),Sa(T=2),Sa(T=2.5),Sa(T=3),Sa(T=4)
6.64,1008.9348111,415,3,1.8337E-05,1.833725E-05,1.8337905E-05,1.833856E-05,1.833883E-05,1.83428E-05,1.834616E-05,1.834861E-05,1.835549E-05,1.836348E-05,1.836682E-05,1.840994E-05,1.847345E-05,1.857428E-05,2.033413E-05,2.579988E-05,2.752568E-05,2.455353E-05,2.533149E-05,2.272115E-05,2.354214E-05,2.486032E-05,2.629267E-05,3.646339E-05,3.093806E-05,3.375158E-05,3.517104E-05,3.26543E-05
6.64,991.7531261,415,3,1.3872E-05,1.387223E-05,1.387323E-05,1.387423E-05,1.38788E-05,1.387947E-05,1.389115E-05,1.389378E-05,1.391822E-05,1.394204E-05,1.392467E-05,1.396067E-05,1.404618E-05,1.936585E-05,2.31548E-05,2.647879E-05,1.904296E-05,1.942947E-05,2.297615E-05,2.248174E-05,2.462361E-05,2.48543E-05,2.577583E-05,3.227779E-05,2.471388E-05,3.2071E-05,2.676558E-05,2.581046E-05
6.64,963.7448415,479,3,1.8964E-05,1.896462E-05,1.896545E-05,1.896628E-05,1.896909E-05,1.897935E-05,1.897861E-05,1.901322E-05,1.906267E-05,1.908017E-05,1.912674E-05,1.913061E-05,1.908373E-05,2.012358E-05,2.271392E-05,2.727118E-05,2.993259E-05,2.940238E-05,2.966681E-05,2.721501E-05,2.952394E-05,3.365445E-05,4.355083E-05,4.070738E-05,5.316798E-05,3.516877E-05,3.617924E-05,4.41087E-05
6.64,979.7600744,415,3,2.6407E-05,2.640784E-05,2.640866E-05,2.640948E-05,2.64121E-05,2.641576E-05,2.64205E-05,2.642647E-05,2.643778E-05,2.645042E-05,2.646113E-05,2.65283E-05,2.659517E-05,2.690553E-05,2.770044E-05,2.891372E-05,3.067461E-05,3.059255E-05,3.441922E-05,3.694074E-05,3.715214E-05,4.233864E-05,4.211867E-05,5.169412E-05,5.00048E-05,4.339794E-05,4.96861E-05,5.502635E-05
6.64,927.8450673,415,3,9.3394E-05,9.342911E-05,9.348184E-05,9.353457E-05,9.371173E-05,9.396172E-05,9.42907E-05,9.468795E-05,9.542702E-05,9.636424E-05,9.714124E-05,0.0001065121,0.0001167075,0.0001814412,0.0002289296,0.0003165064,0.0005227474,0.0003806084,0.0002641658,0.0001994321,0.0001225837,7.244214E-05,4.847267E-05,3.621704E-05,3.756024E-05,3.595851E-05,4.064155E-05,4.218871E-05
7.06,52.9053481,1087,3,0.055365,0.0575604,0.05918543,0.06081046,0.06900013,0.08237505,0.1093749,0.1116164,0.1380403,0.1778962,0.1472276,0.1715047,0.1511565,0.1001123,0.08483169,0.06456675,0.05734267,0.05097159,0.04900184,0.05265246,0.05522772,0.06155474,0.0430808,0.0262021,0.02111083,0.01899937,0.01439624,0.005799146
6.56,180.0238912,432,1,0.058426,0.05872556,0.059276545,0.05982753,0.06745671,0.08214176,0.1158549,0.138025,0.1456851,0.1624974,0.1436543,0.1669631,0.1134017,0.06867083,0.05869448,0.05229504,0.04270249,0.02153411,0.02026913,0.01800382,0.01424077,0.008186957,0.007374702,0.006967975,0.004270116,0.002230517,0.00146508,0.0009134193
6.42,135.1635487,598,2,0.047532,0.04811427,0.048893025,0.04967178,0.05791625,0.08023231,0.1011629,0.1142967,0.1031933,0.1160475,0.1120897,0.1941395,0.1377562,0.07147399,0.03380796,0.03766542,0.04078915,0.03063091,0.02524755,0.01986969,0.01312978,0.01123364,0.01623417,0.01492806,0.009558682,0.005053616,0.002599092,0.001556901
7.64,201.775461,568,3,0.03951,0.03956513,0.03965286,0.03974059,0.04007785,0.04060429,0.04168071,0.04229638,0.04612866,0.05308069,0.06150287,0.07260934,0.08749111,0.1125842,0.1371503,0.08174025,0.05440446,0.05193421,0.05335893,0.04878119,0.07957751,0.06620194,0.0461637,0.05681779,0.07231084,0.05581671,0.0433929,0.02781992
8.41,308.1207314,542,3,0.28475,0.2853872,0.28636835,0.2873495,0.2914621,0.2987353,0.321736,0.393122,0.461448,0.4748314,0.5212114,0.5454658,0.623162,0.4821526,0.6438687,0.5037426,0.6849366,0.6298312,0.6629835,0.5113012,0.4638264,0.4857357,0.2721604,0.2181411,0.1280212,0.1039365,0.06942058,0.02570077
8.41,412.3798253,568,3,0.024641,0.02474786,0.02491256,0.02507726,0.02562403,0.02666687,0.02876513,0.03084639,0.03213161,0.04430575,0.05296843,0.03678621,0.03955278,0.04856312,0.04521615,0.03732103,0.03664851,0.02937368,0.03144779,0.0312313,0.02884211,0.02551009,0.03272476,0.03580919,0.03171034,0.02516594,0.02561705,0.01920419
8.41,433.6708516,432,3,0.24646,0.2477452,0.24947265,0.2512001,0.2582271,0.2612016,0.3112278,0.3674839,0.3991916,0.4015497,0.44303,0.5808453,0.6860467,0.7918254,0.4996361,0.550508,0.3822573,0.2789223,0.3030198,0.2633876,0.1832441,0.1847815,0.1047463,0.08451366,0.08168767,0.08327478,0.07568022,0.05626089
8.41,433.9092471,432,3,0.28519,0.2878036,0.29120655,0.2946095,0.3000064,0.3080043,0.3187034,0.3386998,0.4026864,0.4839675,0.5732393,0.7254201,0.6307923,0.901264,0.7126863,0.589969,0.6294858,0.3996657,0.4188131,0.4005178,0.4936472,0.4436336,0.4268179,0.1845173,0.1235306,0.1023077,0.08817626,0.06410024
8.41,432.9572621,390,3,0.30371,0.3061094,0.30870375,0.3112981,0.3081832,0.3125499,0.3310399,0.3227065,0.3931709,0.4218636,0.3960074,0.5647886,0.5320951,0.6639998,0.7901963,0.6218313,0.4791293,0.4032779,0.5048738,0.5480738,0.4174193,0.3524602,0.3230054,0.1683387,0.100409,0.09165967,0.08271181,0.06463188
8.41,453.3166631,560,3,0.23948,0.2419797,0.24381095,0.2456422,0.2455694,0.2511184,0.2651315,0.2807325,0.2999303,0.3733723,0.396526,0.6437075,0.5157201,0.4546636,0.4797203,0.5435935,0.4726709,0.5503497,0.5669015,0.4964382,0.3328792,0.2943603,0.2803328,0.2831782,0.1714897,0.1604433,0.07482843,0.03567391
6.46,71.3990888,415,3,0.10726,0.1082348,0.10980725,0.1113797,0.1232442,0.1272334,0.1343644,0.1790472,0.3486876,0.3366849,0.2697646,0.2867277,0.3208765,0.2247476,0.1145742,0.06312941,0.04980126,0.03042839,0.03067801,0.02813201,0.02725475,0.02236458,0.01500824,0.008715504,0.003623371,0.002773516,0.00277346,0.00223914
5.95,72.721648,415,3,0.096365,0.09679221,0.09727021,0.09774821,0.09995032,0.1014401,0.1139163,0.1347574,0.1556689,0.1953066,0.1665694,0.1879365,0.3066915,0.1954614,0.08236828,0.08064459,0.04296924,0.03172996,0.02478423,0.02266365,0.01694839,0.01675147,0.008910201,0.005017807,0.002773572,0.001983364,0.00151032,0.0007640034
6.8,66.4431188,415,3,0.075289,0.07548908,0.07601265,0.07653622,0.07739466,0.08695555,0.09540067,0.1154941,0.1515554,0.2008272,0.190782,0.2293451,0.2164623,0.1794078,0.1094665,0.07934722,0.07159682,0.0464661,0.04895547,0.05586072,0.03469322,0.02564355,0.02596113,0.02191306,0.01496706,0.009513854,0.007312483,0.004551466
7.78,473.0321665,429,2,0.13386,0.1401401,0.1531106,0.1660811,0.246164,0.2893272,0.4550001,0.5519811,0.5795453,0.3097066,0.2736162,0.1786581,0.1694404,0.1053744,0.09576428,0.102723,0.04917746,0.03604584,0.03698867,0.0422924,0.03659716,0.02398398,0.0139663,0.0116396,0.005702362,0.003694059,0.0032321,0.001974234
7.78,377.1374154,542,2,0.062016,0.06242451,0.06316459,0.06390467,0.07017123,0.08117412,0.14064,0.1338297,0.2019226,0.1676063,0.1729778,0.1345997,0.1350905,0.1384373,0.1063853,0.06830817,0.05202293,0.05076753,0.05247059,0.04656281,0.03836711,0.03319283,0.03057802,0.02070273,0.01262095,0.009996978,0.008196215,0.006297985
7.78,375.9655453,517,2,0.058958,0.05930927,0.05996073,0.06061219,0.06291012,0.07114246,0.0901191,0.1177315,0.1476518,0.2108376,0.1981353,0.1348119,0.1696475,0.1462893,0.125407,0.0869109,0.06923299,0.04916148,0.04897921,0.04468245,0.04253939,0.03601531,0.03479024,0.0230096,0.01839425,0.01220551,0.009789106,0.007382359
7.78,480.4204072,568,2,0.067368,0.0676538,0.068227595,0.06880139,0.07478719,0.08573443,0.1144918,0.1303843,0.1549826,0.16056,0.1524507,0.1685939,0.176978,0.1131031,0.1278453,0.09593891,0.09287903,0.0857897,0.08473811,0.08003782,0.06698898,0.05083845,0.04826756,0.0284522,0.01149733,0.006190202,0.004608,0.002773845
7.78,367.8229744,519,2,0.053083,0.05381688,0.05476961,0.05572234,0.06934629,0.09982333,0.1587417,0.1685613,0.1521606,0.1412533,0.1444789,0.09083443,0.08281548,0.0428004,0.03600718,0.02538917,0.03057955,0.02441675,0.02087573,0.01817746,0.01684498,0.01386732,0.01175218,0.007256422,0.005875742,0.004100563,0.003238306,0.001364423
7.78,268.7147436,568,2,0.099054,0.09997357,0.101539735,0.1031059,0.1264479,0.1401956,0.1872205,0.2367929,0.1905588,0.2840369,0.2864243,0.1986202,0.2147517,0.2277112,0.1435521,0.09945818,0.08085369,0.06557283,0.07478433,0.05820095,0.04972966,0.04606869,0.04337681,0.02470951,0.03106821,0.03020731,0.02580345,0.02253099
7.78,269.5315681,382,2,0.11684,0.118419,0.12153295,0.1246469,0.1357557,0.1506114,0.2018276,0.3889394,0.3137779,0.2413654,0.2369433,0.1888151,0.2856471,0.2446833,0.1731398,0.1810663,0.1409587,0.1032281,0.1010802,0.08398428,0.05286074,0.03855065,0.04089888,0.03087999,0.03657305,0.03093365,0.03147155,0.02144461
7.78,231.2986288,432,2,0.17034,0.1731077,0.17778535,0.182463,0.1776655,0.1922657,0.2384756,0.2502794,0.3273994,0.5001662,0.5095661,0.5109174,0.3581963,0.3285538,0.2799827,0.3129644,0.2635718,0.240705,0.2438402,0.2559539,0.2304662,0.2144775,0.1720015,0.1267042,0.06372996,0.05135847,0.03260585,0.0166398
7.78,230.4557818,1132,2,0.17641,0.1803248,0.1950921,0.2098594,0.2419662,0.3360302,0.3164423,0.4408816,0.578412,0.653442,0.5485483,0.5161553,0.349081,0.2513969,0.207151,0.2080612,0.1227808,0.09361805,0.0849699,0.07566238,0.0598759,0.05724886,0.05636645,0.05409486,0.03854029,0.03501614,0.02844121,0.01526863
7.78,232.2101195,390,2,0.15834,0.1592966,0.16031845,0.1613403,0.1625296,0.1689999,0.1901139,0.2777256,0.3416769,0.3696439,0.3562183,0.490828,0.3399631,0.4067055,0.3210288,0.3307265,0.3725656,0.3203026,0.297662,0.2880615,0.2609347,0.2056693,0.1079378,0.1129317,0.0523728,0.04062719,0.04412937,0.02586894
7.78,293.847191,745,2,0.071207,0.07277566,0.07724116,0.08170666,0.08156879,0.09074306,0.1280501,0.1691072,0.2593904,0.1435534,0.1349773,0.1267498,0.1614722,0.1154173,0.08899188,0.06416186,0.07185629,0.04719824,0.05353785,0.05487217,0.0664918,0.05264352,0.0390089,0.03364425,0.01408488,0.00741712,0.007825753,0.004323334
7.78,174.2214292,415,2,0.4289,0.4307752,0.4500791,0.469383,0.4843153,0.5027236,0.5689124,0.7605141,0.7293813,0.869014,0.9706451,1.183249,1.601803,1.09636,0.4594458,0.4049466,0.3739088,0.1976221,0.1619477,0.1492278,0.09820866,0.08510707,0.07647896,0.065674,0.0622652,0.04204986,0.03614673,0.02622824
7.78,206.56702,586,2,0.10916,0.1107482,0.1134473,0.1161464,0.1230489,0.1575202,0.2495843,0.28469,0.3077722,0.3097226,0.3157644,0.266333,0.221074,0.1705213,0.1326336,0.1194302,0.1144468,0.111562,0.1155246,0.09969366,0.09293208,0.1211824,0.09230309,0.1078212,0.05819841,0.03437878,0.02606362,0.01220804
7.78,143.3120358,1263,2,0.2672,0.2967567,0.3246879,0.3526191,0.3769484,0.4382197,0.5335702,0.6396098,0.7229844,0.7616592,0.635145,0.571868,0.6083879,0.5156098,0.474504,0.4263363,0.269063,0.171828,0.1655384,0.1709277,0.1911314,0.1688205,0.1659156,0.09179232,0.04820496,0.03529394,0.03011942,0.01352722
7.78,143.7195614,605,2,0.20129,0.2036945,0.2088528,0.2140111,0.223676,0.2423576,0.2957418,0.3359747,0.4756881,0.4376129,0.4644177,0.4261279,0.467081,0.4793605,0.4564524,0.4780724,0.3502,0.2203523,0.2108487,0.1786535,0.1819428,0.1609344,0.1326482,0.0867553,0.05034913,0.03917005,0.03099455,0.01194396
7.78,144.057906,605,2,0.2557,0.2595996,0.2595194,0.2594392,0.2771333,0.3113031,0.3479645,0.3512222,0.4271907,0.4770857,0.5012824,1.002786,0.7424759,0.4957568,0.4626117,0.5057493,0.4392482,0.2546053,0.2087123,0.1945121,0.207587,0.1586571,0.1382103,0.1049502,0.06028556,0.04916499,0.03020179,0.01527365
7.78,121.5227191,1087,2,0.66144,0.6689566,0.6843082,0.6996598,0.8164878,1.00482,1.021417,1.156707,1.236619,1.619026,1.955115,1.913631,3.05348,1.75501,0.9913936,0.5200443,0.4672253,0.5122548,0.375389,0.2914158,0.3615811,0.3754432,0.2392357,0.164981,0.09049101,0.06781625,0.0581609,0.0417961
7.78,154.6547301,1584,2,0.34891,0.3816138,0.5271254,0.672637,1.044583,0.612294,0.7751092,0.9443361,0.9371444,0.8692718,0.7801767,0.6477692,0.7406777,0.7388095,0.4299221,0.45476,0.3070333,0.2008155,0.1834205,0.1829301,0.1364252,0.1111628,0.09059774,0.1064342,0.04686708,0.04285882,0.03270644,0.02170015
7.78,222.9111484,560,2,0.35633,0.3613243,0.37431405,0.3873038,0.3943788,0.4586495,0.4482189,0.5394055,0.5750108,0.8057417,0.7610714,1.194758,1.593291,0.4243389,0.4262896,0.2733027,0.19907,0.1696139,0.1494405,0.129044,0.1102182,0.08847485,0.07887086,0.1068128,0.07477312,0.06715897,0.03617384,0.03283972
7.78,233.6632468,415,2,0.10517,0.1058025,0.10622225,0.106642,0.1096707,0.1161019,0.1202288,0.1438435,0.1685939,0.1841366,0.1925082,0.3301893,0.2394816,0.3059574,0.2084406,0.1933185,0.167866,0.1675416,0.1659961,0.1450286,0.1160326,0.08081433,0.06430723,0.03588889,0.04275481,0.0234605,0.01357939,0.01040515
6.39,41.0570854,415,3,0.15089,0.1516488,0.1533036,0.1549584,0.1620711,0.1623736,0.1911392,0.2128213,0.306949,0.3177114,0.325855,0.4788482,0.4993116,0.3744047,0.1990295,0.127894,0.1167714,0.08904651,0.0836391,0.06827974,0.05455901,0.04361954,0.03580546,0.02129362,0.0127171,0.01003366,0.008163336,0.003216118
6.22,61.2432045,745,3,0.057849,0.05812913,0.058665265,0.0592014,0.0602209,0.06182329,0.06205749,0.06296083,0.06545071,0.07900455,0.093092,0.1533834,0.160624,0.1000545,0.09646577,0.1045666,0.09030831,0.05657959,0.04336916,0.04144079,0.04009365,0.0316408,0.02800706,0.01598676,0.009632983,0.01395935,0.01605636,0.007921987
7.75,161.9360355,1087,3,0.11598,0.1171686,0.11806825,0.1189679,0.1189509,0.1260665,0.1383565,0.1425681,0.1601726,0.1947153,0.2480723,0.3064712,0.3395724,0.3308254,0.2717886,0.2501629,0.2223876,0.1365425,0.1267664,0.1361721,0.1329521,0.132086,0.1416235,0.1055569,0.0435631,0.02438912,0.03028712,0.01129763
7.75,123.6340982,745,3,0.08843,0.08992705,0.092272165,0.09461728,0.1071072,0.1311616,0.2142008,0.2494614,0.318306,0.1912839,0.182969,0.1756915,0.1738252,0.1496938,0.1520389,0.1259926,0.1230338,0.09694362,0.07667074,0.06836483,0.06870721,0.07770351,0.06727396,0.0560238,0.03085707,0.01409088,0.01271148,0.007014024
7.75,113.6091929,586,3,0.29981,0.3136549,0.3239806,0.3343063,0.3979224,0.501296,0.6949975,0.8454106,1.22219,0.9252648,0.7300419,0.8082027,0.5858483,0.4166044,0.1806455,0.1662485,0.1185821,0.08382869,0.08538979,0.09050047,0.08881442,0.07325961,0.06191992,0.03800096,0.02357311,0.01936144,0.01699641,0.01409319
7.75,107.3351609,745,3,0.39325,0.3976974,0.4070711,0.4164448,0.4289935,0.4406132,0.4719176,0.504659,0.5701916,0.5347098,0.7094026,0.6699016,0.610256,0.7339277,0.9532677,0.7538972,0.6887612,0.8758911,0.7264264,0.6606684,0.5011488,0.3790861,0.242134,0.2257982,0.2836291,0.1301127,0.07420842,0.0617554
7.75,178.6971963,745,3,0.078771,0.07966963,0.080692285,0.08171494,0.08556166,0.08556268,0.09105238,0.09822977,0.1438634,0.1574769,0.1753728,0.1998175,0.2022081,0.2101236,0.1490282,0.1538335,0.0964905,0.08999509,0.1033204,0.1044056,0.1017972,0.07980184,0.05317182,0.03315789,0.02777312,0.02354964,0.01979448,0.008963068
7.75,59.8771486,605,3,0.69561,0.7309778,0.78379825,0.8366187,0.9982834,1.290189,1.348891,1.558875,1.864957,1.689224,1.942875,1.712603,1.20834,0.9203709,0.4295304,0.3967285,0.28353,0.2876592,0.3087373,0.2735723,0.2268369,0.1613705,0.1537521,0.125367,0.07442623,0.05539932,0.04897688,0.02317475
7.75,60.0858371,605,3,0.40348,0.5357533,0.6769172,0.8180811,1.01719,0.8062705,0.9232638,1.021057,0.9250139,0.8873161,0.8584955,0.7814635,0.7599738,0.5350904,0.2951183,0.2428042,0.2096739,0.2316276,0.2236802,0.1858756,0.1764669,0.1284946,0.1641641,0.1139131,0.05430778,0.0443522,0.03048884,0.01497516
6.36,43.2642283,745,3,0.064559,0.06510467,0.06642037,0.06773607,0.07003535,0.07381247,0.08904459,0.09330676,0.08848249,0.1190898,0.1572168,0.1209697,0.09933832,0.1985397,0.1053808,0.0874116,0.07960474,0.08220869,0.09827257,0.0946703,0.07710984,0.07825492,0.1150169,0.0852545,0.07098918,0.03721095,0.02553321,0.01597695
6.84,32.0558039,745,3,0.091435,0.09294733,0.09357439,0.09420145,0.0934575,0.09315876,0.1057624,0.1029628,0.1103831,0.1226404,0.1733124,0.1334608,0.1333987,0.2604999,0.2592504,0.2308288,0.1689307,0.1914546,0.1681658,0.1249494,0.1381323,0.1283648,0.09003939,0.06727409,0.102202,0.06587636,0.03769334,0.02413761
6.74,54.0307622,745,1,0.097412,0.09844538,0.10226159,0.1060778,0.1394509,0.1774322,0.2471625,0.1926279,0.1533526,0.2292615,0.3117813,0.1563968,0.1630825,0.1720947,0.2446105,0.1539018,0.1623501,0.1906386,0.1604699,0.1641876,0.1168566,0.09950055,0.1349221,0.1059577,0.09038518,0.07081232,0.04608397,0.04130274
6.74,51.9706266,745,1,0.14994,0.1556263,0.17925915,0.202892,0.2706152,0.2155851,0.2995183,0.2666805,0.3747356,0.3089217,0.2925347,0.2088918,0.1879821,0.1625584,0.291527,0.1758897,0.193113,0.2364516,0.2102825,0.2073479,0.1627825,0.1027722,0.1102104,0.1262487,0.09383234,0.06509159,0.0804991,0.0637347
6.74,50.6248522,745,1,0.40342,0.4104618,0.4165085,0.4225552,0.4187483,0.4426772,0.5099831,0.5760988,0.6285203,0.6485012,0.8245238,1.223039,1.292915,0.6362861,0.6972707,0.5222432,0.3133097,0.3346109,0.3573629,0.3098565,0.2148776,0.1516069,0.179942,0.1620367,0.1092231,0.1449715,0.1108691,0.05339695
6.74,51.1426944,1087,1,0.17314,0.1785852,0.2090332,0.2394812,0.2581271,0.295882,0.3038326,0.3230717,0.5203573,0.6510106,0.5887483,0.345204,0.2783537,0.2905391,0.1896188,0.1833701,0.08145712,0.08579515,0.06796756,0.05962269,0.05498099,0.04363431,0.04853098,0.03882839,0.03223429,0.02532686,0.01624192,0.008301134
6.74,106.367924,605,1,0.070753,0.07429382,0.07638664,0.07847946,0.0851305,0.1019795,0.1242816,0.1478179,0.179203,0.210153,0.2121459,0.1671053,0.1897463,0.1088954,0.09571667,0.09015033,0.0735199,0.05793764,0.04007443,0.03288338,0.05108622,0.05396722,0.03342262,0.02074838,0.01851674,0.0109373,0.006192458,0.002883873
8,153.7059593,382,3,0.057618,0.05788845,0.058305255,0.05872206,0.06131963,0.06611779,0.07537762,0.09070759,0.09672223,0.1062189,0.09246263,0.1123863,0.1651619,0.1528007,0.1309603,0.1110482,0.1168809,0.1042516,0.1043323,0.1012109,0.0839651,0.08490741,0.0688789,0.0442263,0.03439226,0.02533531,0.01633088,0.01247587
8,125.9541717,281,3,0.31678,0.3171772,0.3178111,0.318445,0.3203873,0.3350731,0.3707158,0.3953786,0.4136919,0.3934222,0.4266363,0.6452634,0.5945297,0.6938917,0.830679,1.001323,0.7528342,0.8203446,0.7048344,0.6010927,0.4226151,0.4481973,0.4657046,0.3135321,0.310029,0.2507144,0.3683792,0.150786
8,147.2519152,517,3,0.078276,0.07888854,0.08003515,0.08118176,0.0942726,0.1075838,0.1115283,0.1267606,0.1418302,0.1836077,0.254647,0.2800861,0.1418247,0.09312085,0.08691003,0.07037527,0.06452969,0.05361357,0.04250549,0.03663913,0.0440443,0.04208295,0.03787496,0.02648281,0.02236864,0.01838146,0.01712882,0.009505146
8,161.6085391,568,3,0.066849,0.06755562,0.06931529,0.07107496,0.1061646,0.0966232,0.1981534,0.1963662,0.1349054,0.1172325,0.1437676,0.1756046,0.1522174,0.1798719,0.09674507,0.06885373,0.07661811,0.05335224,0.05735873,0.05866524,0.05464574,0.05222984,0.0342664,0.03401905,0.03291645,0.02164924,0.01486222,0.01088376
6.12,59.648955,745,3,0.042616,0.0427481,0.04358727,0.04442644,0.04422215,0.04545879,0.05342792,0.05191081,0.05226048,0.06335876,0.0674009,0.1378687,0.1084583,0.05163808,0.07500681,0.07553795,0.06207798,0.03928722,0.03173166,0.02461259,0.0193153,0.02085575,0.02914471,0.01452419,0.006667144,0.005048658,0.003616561,0.00315239
6.37,49.3395649,482,3,0.26206,0.2630152,0.26754205,0.2720689,0.3121178,0.3307749,0.4273827,0.4803548,0.8502645,0.7501437,0.7269472,0.7187825,0.5869912,0.4506076,0.2761691,0.1748437,0.1730433,0.169684,0.1330553,0.1125823,0.08470559,0.07372551,0.07258532,0.05123053,0.02441922,0.01809809,0.01094238,0.007157796
6.37,48.466928,1263,3,0.067472,0.06946815,0.076311155,0.08315416,0.112353,0.1120809,0.1623353,0.1505774,0.1343128,0.1346876,0.1207369,0.09874472,0.0984399,0.1140734,0.1173569,0.08461346,0.09717038,0.06789448,0.05645989,0.04932869,0.04985541,0.05547709,0.0531923,0.03855403,0.02387828,0.01414595,0.008665225,0.005629741
6.37,48.4715405,605,3,0.19631,0.197015,0.1993002,0.2015854,0.223231,0.27975,0.3353839,0.442809,0.6601284,0.4719349,0.3470879,0.3451245,0.3504272,0.5137555,0.4275744,0.3048713,0.2250361,0.1335322,0.1051711,0.07436317,0.04820526,0.04793295,0.04726091,0.03911343,0.01969441,0.01236266,0.007448676,0.00630197
6.19,147.495325,605,2,0.061527,0.06229963,0.064648145,0.06699666,0.08259657,0.08553166,0.1176207,0.1595508,0.2104686,0.2093711,0.1810199,0.1197732,0.1088167,0.1117151,0.0563237,0.04281293,0.02940418,0.02273227,0.02258541,0.02173613,0.01429842,0.01005032,0.006240148,0.004521383,0.002344656,0.001548359,0.001011806,0.0005189829
6.19,126.8524265,1087,2,0.25258,0.2551251,0.2607192,0.2663133,0.2719792,0.3015571,0.3767622,0.4774522,0.5893882,0.7075598,0.8914706,0.6703224,0.5200065,0.2680829,0.1136104,0.1063521,0.06556302,0.03380145,0.02612667,0.02318437,0.02180585,0.01806382,0.01574676,0.01587036,0.006307491,0.003736706,0.003039558,0.002066521
6.55,50.6534246,1584,3,0.16354,0.1731057,0.19122285,0.20934,0.3938475,0.5248188,0.5108705,0.3788788,0.341501,0.4892468,0.3894733,0.2051408,0.2326761,0.1205818,0.09167913,0.07908957,0.03861992,0.03169578,0.02983904,0.02768736,0.02564626,0.02031432,0.02034652,0.01391235,0.00801636,0.005242443,0.00385557,0.00233317
6.27,98.0016962,260,3,0.053644,0.05388177,0.054224665,0.05456756,0.05593494,0.05765272,0.06201118,0.06177996,0.08095863,0.1231954,0.1340825,0.1802415,0.1627178,0.1249252,0.1169999,0.07072711,0.05324949,0.06060119,0.07174411,0.08761862,0.07582774,0.04450158,0.0167189,0.008516675,0.003997844,0.002737629,0.001766467,0.001026872
6.1,62.1433022,1584,3,0.042424,0.04388406,0.046024005,0.04816395,0.07743882,0.09934285,0.0893261,0.09147965,0.09175998,0.09589975,0.09951338,0.1175083,0.08737294,0.03732123,0.02136069,0.01826655,0.01490213,0.01185105,0.01226365,0.01254908,0.009698158,0.008417284,0.005282434,0.004252286,0.003235366,0.002484301,0.001725627,0.0008499369
6.7,124.9396044,1044,3,0.031098,0.03120124,0.031364425,0.03152761,0.03247765,0.03338848,0.03558386,0.04029378,0.0468437,0.06051943,0.07355893,0.09646346,0.1112906,0.08628241,0.08344439,0.06719104,0.05462236,0.04136382,0.03748182,0.03995256,0.03204861,0.02836209,0.02180319,0.0208774,0.02285453,0.007767853,0.006067207,0.005245438
8.15,121.8404273,743,3,0.2517,0.2559992,0.2654827,0.2749662,0.3259443,0.3841383,0.4981221,0.5064909,0.4533515,0.4401414,0.4184363,0.5130239,0.4610404,0.3845252,0.4030415,0.3666074,0.4843047,0.3943934,0.2860752,0.2448949,0.2437907,0.1934124,0.1737646,0.1148862,0.08536093,0.06962921,0.05534538,0.03151337
8.15,141.6221494,415,3,0.44999,0.4731582,0.5375342,0.6019102,0.9060239,0.9271486,0.6996268,0.7333519,0.6516897,0.7062536,0.9856364,0.7591088,0.9534835,0.8007122,0.5368717,0.3638598,0.2682396,0.2136737,0.2448321,0.240801,0.1707726,0.1502839,0.1123767,0.06986355,0.04160421,0.03038831,0.02106495,0.01214868
8.15,209.5347554,1087,3,0.10545,0.1058614,0.10645475,0.1070481,0.1098755,0.1152085,0.1277207,0.1222465,0.1418039,0.1810391,0.2046744,0.3377751,0.333473,0.2232128,0.1753508,0.1291226,0.1162984,0.08787408,0.07745446,0.07655961,0.09951634,0.09099317,0.04664388,0.05285508,0.04053326,0.03110128,0.02584437,0.01540925
8.15,210.7496936,1087,3,0.13241,0.1326295,0.1329825,0.1333355,0.1349641,0.1360172,0.1499934,0.1611974,0.1826276,0.2323916,0.2627623,0.3136408,0.3104665,0.314813,0.3477992,0.3280351,0.2731687,0.1965448,0.1526875,0.1312599,0.08583804,0.08622376,0.07276442,0.04378961,0.02158944,0.01720567,0.01585574,0.008189358
8.15,290.2356999,1087,3,0.033128,0.03323027,0.0334743,0.03371833,0.035129,0.03918407,0.04529693,0.04982364,0.05836786,0.06155051,0.06934782,0.09457047,0.07502842,0.07526476,0.05608256,0.05968544,0.0386729,0.05230342,0.05235274,0.04746636,0.04629888,0.04313913,0.02094388,0.02030059,0.01435135,0.01061097,0.007646894,0.005140768
8.15,307.8905958,414,3,0.034153,0.03422408,0.03435167,0.03447926,0.03542482,0.03608945,0.0383729,0.03935774,0.0455956,0.04707405,0.05327921,0.06977431,0.07381052,0.06622527,0.0901887,0.07873416,0.07181346,0.06971143,0.06935367,0.08547129,0.09443496,0.08170576,0.04602978,0.04468752,0.02374254,0.011408,0.01017125,0.008019658
