Mw,Rhyp,Vs30,FM,SA(T=0),SA(T=0.01),SA(T=0.015),SA(T=0.02),SA(T=0.03),SA(T=0.04),SA(T=0.05),SA(T=0.06),SA(T=0.075),Sa(T0.09),Sa(T0.1),Sa(T0.15),Sa(T=0.2),Sa(T=0.3),Sa(T=0.4),Sa(T=0.5),Sa(T=0.6),Sa(T=0.7),Sa(T=0.75),Sa(T=0.8),Sa(T=0.9),Sa(T=1),Sa(T=1.2),Sa(T=1.5),Sa(T=2),Sa(T=2.5),Sa(T=3),Sa(T=4)
6.07,154.9336373,132.2,3,0.0092386,0.009254999,0.009282471,0.009309943,0.009423099,0.009566832,0.009433831,0.01049783,0.01256915,0.01180095,0.01364945,0.02055086,0.02367099,0.04487974,0.02348047,0.01252734,0.008717744,0.005545328,0.005500098,0.005113552,0.005431231,0.004670706,0.005489038,0.003409147,0.002126436,0.001181359,0.0009557583,0.0005779509
6.07,161.0109588,340.7,3,0.0079739,0.008004919,0.0080533165,0.008101714,0.008255848,0.009354286,0.01005992,0.01266543,0.01580689,0.01511723,0.01667183,0.02003145,0.02052158,0.02309159,0.01780622,0.01127974,0.008393955,0.006096496,0.005758918,0.005797402,0.006352211,0.006143976,0.005624912,0.003124456,0.002018922,0.000984806,0.000598996,0.0003912734
6.07,159.704403,379.9924142,3,0.0026992,0.002708979,0.0027271105,0.002745242,0.002821562,0.002930546,0.00303036,0.003581832,0.003933826,0.004891991,0.00533079,0.005681896,0.007777506,0.006258365,0.005275162,0.007000975,0.005006712,0.005241525,0.005040206,0.00455451,0.003650546,0.003671162,0.002696502,0.002391908,0.001858443,0.001372532,0.00100075,0.00158109
5.97,132.3375138,276.8,3,0.014098,0.01414906,0.01422083,0.0142926,0.01451273,0.01508993,0.01837045,0.02244298,0.02682595,0.02815955,0.03181302,0.03872977,0.04862791,0.02462198,0.01590365,0.01197736,0.01422835,0.01611565,0.01716106,0.01340133,0.00847996,0.006195706,0.002827632,0.002811947,0.001649328,0.001042651,0.0008161351,0.0004003584
5.97,108.7591496,380.3,3,0.0073931,0.007410623,0.007443782,0.007476941,0.007821679,0.008320341,0.0085505,0.00909417,0.01009058,0.01045122,0.01111676,0.01471851,0.018386,0.0207366,0.0158961,0.01627079,0.01703173,0.01835729,0.0168196,0.01467426,0.01619572,0.01603985,0.009437553,0.008498476,0.00552262,0.004454827,0.00266465,0.001224898
5.97,89.2438476,223.1,3,0.025906,0.0260305,0.02619775,0.026365,0.02679724,0.02864089,0.03279025,0.03601618,0.05680036,0.06299119,0.08147097,0.03820445,0.04527479,0.03345658,0.06525055,0.06524351,0.0897888,0.04584907,0.03146872,0.02500734,0.02024001,0.01743369,0.01327955,0.007997225,0.003722531,0.002416465,0.001731296,0.001002531
5.97,57.9406009,460.1,3,0.020873,0.02117617,0.021723415,0.02227066,0.02454102,0.03285034,0.04240054,0.04549474,0.06233495,0.05665601,0.05066624,0.03576806,0.0291251,0.02261195,0.02251351,0.02712768,0.03319635,0.03499927,0.03804966,0.04244066,0.03945135,0.03440474,0.02521634,0.0152617,0.007740157,0.003785598,0.002717666,0.00160686
5.97,50.7184718,366.1,3,0.14227,0.1461195,0.1534645,0.1608095,0.2109675,0.3420756,0.463822,0.5421821,0.4247502,0.280353,0.2394621,0.1853511,0.121494,0.2342837,0.0756573,0.03262291,0.02042611,0.02001362,0.02281563,0.02536354,0.01818982,0.01707316,0.01335748,0.008555509,0.005413043,0.003507134,0.002656311,0.001345259
5.97,85.907101,607.8,3,0.063994,0.06484018,0.06630661,0.06777304,0.07379614,0.09955434,0.1399405,0.1628466,0.2455363,0.2721952,0.2619169,0.09981436,0.06061145,0.03551482,0.02029565,0.01685794,0.01543472,0.01154305,0.01008664,0.009297419,0.007649809,0.006568758,0.004600898,0.003364119,0.002010249,0.001384151,0.0009498422,0.0005523417
5.97,109.5330153,737.7,3,0.02414,0.02425775,0.024452845,0.02464794,0.02513256,0.02608716,0.02688908,0.02820097,0.03371878,0.05046184,0.05079342,0.04103738,0.0516017,0.05540499,0.04451665,0.02960772,0.0215772,0.01474281,0.01205839,0.01111368,0.01057251,0.008619568,0.006596273,0.006202788,0.003816859,0.002749065,0.001547824,0.0007741992
5.97,99.4257565,313.2,3,0.023045,0.02313328,0.023289415,0.02344555,0.02391854,0.02529897,0.02810091,0.03109488,0.03716341,0.03786433,0.03715998,0.05498514,0.05699241,0.06495709,0.06307098,0.0596467,0.0395049,0.02187587,0.02042327,0.02021989,0.02188593,0.01977663,0.01771699,0.01384373,0.01208893,0.007798567,0.004765839,0.002031066
5.97,98.1495181,256.2,3,0.11484,0.1150975,0.1155712,0.1160449,0.1194075,0.1244636,0.1282092,0.1470711,0.1565295,0.2099285,0.2174503,0.3009426,0.6535906,0.2206046,0.1050217,0.06797643,0.07588317,0.1065458,0.119046,0.1261982,0.08698247,0.05015837,0.0223325,0.0105953,0.005871083,0.00417843,0.002500635,0.001434188
5.97,68.7529789,396.8,3,0.058955,0.05935672,0.059941875,0.06052703,0.06500769,0.07197129,0.1118432,0.138141,0.1454273,0.1436871,0.1215068,0.09917393,0.0873462,0.1136579,0.2085915,0.1197238,0.0829052,0.06423201,0.05838528,0.05155031,0.03846565,0.03190445,0.01983467,0.0108007,0.005533093,0.003938944,0.002503132,0.001427831
5.97,98.712933,315.5,3,0.024861,0.02500691,0.025224195,0.02544148,0.02707748,0.02681969,0.03138103,0.03445174,0.04651435,0.04477262,0.04465456,0.06814364,0.0621716,0.06660804,0.0461579,0.03680416,0.03976292,0.04059202,0.04433139,0.04253821,0.03708295,0.04472861,0.02551925,0.009014695,0.004948418,0.002674569,0.001754393,0.0009219027
5.97,126.6603635,483.9,3,0.012194,0.01226734,0.01237253,0.01247772,0.01291882,0.01404724,0.01711207,0.01894181,0.02419033,0.02792433,0.02739563,0.04063068,0.02934229,0.01819373,0.01481683,0.01343265,0.01001279,0.008787012,0.007621023,0.008960792,0.006307608,0.004505857,0.003427349,0.002874677,0.001705455,0.00114829,0.001003105,0.0006406952
5.97,66.4365188,451.9,3,0.041786,0.04208515,0.042505945,0.04292674,0.04457989,0.06086776,0.08757354,0.08402991,0.08980013,0.1251191,0.1296186,0.1433983,0.08400004,0.02891669,0.03600178,0.02664588,0.02745857,0.02725081,0.02814418,0.02824818,0.02237368,0.01719061,0.01206675,0.007216458,0.002723224,0.00215305,0.001439639,0.0008413128
5.97,82.5154222,479.8,3,0.032433,0.03280309,0.033349975,0.03389686,0.03559721,0.04263552,0.06786818,0.07650001,0.09323014,0.07543385,0.0783927,0.1091757,0.07250491,0.02094634,0.01741587,0.01735519,0.01723589,0.01548865,0.01279709,0.0109135,0.009193184,0.009758059,0.007140612,0.003857644,0.002179032,0.001200625,0.001237056,0.0006594958
5.97,105.0300831,353.7,3,0.035728,0.03611128,0.03675726,0.03740324,0.04164943,0.0488141,0.06511904,0.06463291,0.08705179,0.09118956,0.08463513,0.04550769,0.0874242,0.04149905,0.03183633,0.03192753,0.01939649,0.017678,0.01793015,0.01536269,0.008725137,0.006140919,0.004321974,0.002644384,0.001594238,0.001164339,0.0007917772,0.0004827362
5.97,77.6143956,315.8,3,0.026959,0.02702466,0.027165695,0.02730673,0.02791024,0.03167176,0.03448966,0.03310877,0.03544001,0.03792352,0.03308502,0.04387686,0.05794357,0.04508253,0.05380355,0.06657132,0.07218727,0.06271897,0.07546224,0.08148462,0.06699951,0.05324408,0.03043804,0.01645716,0.007642788,0.004328202,0.002798767,0.001552299
5.97,97.1096525,149.5,3,0.036404,0.03651352,0.03668518,0.03685684,0.03765205,0.03847552,0.04243065,0.04417033,0.05076697,0.05893101,0.064128,0.06690228,0.07560699,0.06321418,0.08166068,0.09162577,0.1393691,0.1390841,0.1057769,0.07287495,0.04216054,0.02579875,0.01320304,0.007049463,0.004429854,0.002711358,0.002170559,0.001229535
5.97,121.0147056,297.5,3,0.040923,0.04104284,0.04122756,0.04141228,0.04209194,0.04278927,0.04365352,0.04706904,0.058256,0.0815763,0.1032888,0.163883,0.09138239,0.06257822,0.0741654,0.05625524,0.05737881,0.08528256,0.08636124,0.09022778,0.0836323,0.06793876,0.0417815,0.0254182,0.008944042,0.006356178,0.004425683,0.001716021
5.97,107.8127401,536.2,3,0.016016,0.01626725,0.01669193,0.01711661,0.018802,0.02282427,0.02781265,0.03988053,0.05787745,0.08437213,0.0769203,0.02784751,0.01687432,0.01163847,0.0106393,0.009959896,0.00671505,0.00833461,0.00764484,0.008683713,0.00839461,0.007872184,0.005533847,0.004461713,0.002128401,0.001877712,0.001294202,0.0006937766
5.97,124.0119354,433.6,3,0.017629,0.01772336,0.017869225,0.01801509,0.01851216,0.02166835,0.02412807,0.02689211,0.03518603,0.04667414,0.04618019,0.05696672,0.06714102,0.01684415,0.008833742,0.009387013,0.006770462,0.004518901,0.004165897,0.003733159,0.002941831,0.002645406,0.002674942,0.001661302,0.001207304,0.001133619,0.0007817001,0.000457463
5.97,101.6298914,293.2,3,0.050163,0.05026224,0.05047204,0.05068184,0.05197067,0.05756465,0.06760406,0.08200746,0.1111967,0.1365242,0.1456765,0.1187797,0.127523,0.1677979,0.05527037,0.04892513,0.03472231,0.02504325,0.0295971,0.03069065,0.01971923,0.02029496,0.01791966,0.0123495,0.007780976,0.004508914,0.002778636,0.001264818
5.97,82.4823417,503.5,3,0.035408,0.0355592,0.03582971,0.03610022,0.03791311,0.04438929,0.05003143,0.05210311,0.07261357,0.06924303,0.07201821,0.08454429,0.1930915,0.03931879,0.03051546,0.02088517,0.01976011,0.01764974,0.01606684,0.01458451,0.0131271,0.01072901,0.007854516,0.005293695,0.002839532,0.001859006,0.0013023,0.0007224597
5.97,108.3540251,516.9,3,0.021994,0.02215783,0.02265454,0.02315125,0.02925966,0.03342318,0.03927863,0.05264766,0.06452501,0.06765348,0.09600474,0.05519892,0.03675604,0.02023823,0.020116,0.01484207,0.01115093,0.007877421,0.006796857,0.005723714,0.004454636,0.003743141,0.003101074,0.002640377,0.001598987,0.000994656,0.0007331148,0.0004059751
5.97,127.0253565,479.1,3,0.017425,0.01751062,0.017665435,0.01782025,0.01847108,0.01890211,0.02174497,0.02535314,0.04109223,0.05887264,0.09167188,0.05841491,0.04232263,0.03420325,0.02787178,0.01961589,0.02212921,0.0192342,0.01669112,0.01581766,0.01429872,0.0124686,0.01044398,0.006203975,0.004539124,0.00360893,0.00237162,0.001140616
5.97,122.46716,237.8,3,0.023769,0.02388785,0.02408695,0.02428605,0.02527166,0.0263015,0.0271455,0.03094381,0.03896697,0.04463698,0.05797178,0.08724713,0.04768058,0.04278696,0.03841952,0.03358199,0.04844008,0.05020971,0.03584887,0.02385234,0.01463962,0.01143613,0.006712668,0.004328782,0.00175779,0.001303464,0.0009375601,0.0004969006
7.15,262.0956431,444.8,3,0.020219,0.02026045,0.020318555,0.02037666,0.02043159,0.02142361,0.02294987,0.02615433,0.03492605,0.03938875,0.04673909,0.08540615,0.07216609,0.04275937,0.02400515,0.02792636,0.04247461,0.02353902,0.02257032,0.02751773,0.02692789,0.01987507,0.01300464,0.01357669,0.005061013,0.004001388,0.002529932,0.001671119
7.15,262.8584065,269.8,3,0.026917,0.02693457,0.02696276,0.02699095,0.02708874,0.02745859,0.02795929,0.02874607,0.0331811,0.03167273,0.03187314,0.03335824,0.04783436,0.09089309,0.08154189,0.0557516,0.06134854,0.05252993,0.05340576,0.05690947,0.04989538,0.05035864,0.0556402,0.05016352,0.03011001,0.01159914,0.007537421,0.003502029
7.15,276.714992,476.6,3,0.017978,0.01801224,0.01807571,0.01813918,0.01832752,0.01865431,0.01881403,0.01923235,0.02327637,0.02419716,0.0311886,0.02947886,0.02710809,0.03423243,0.03993723,0.03981967,0.04520415,0.04110905,0.04307315,0.04493124,0.03297194,0.03584916,0.03379548,0.04042609,0.01603098,0.01239354,0.008348536,0.006923742
7.15,299.7760255,411.3,3,0.0043786,0.00438129,0.0043867275,0.004392165,0.004419217,0.004474807,0.004635635,0.004847985,0.006261163,0.006950038,0.008258273,0.0071779,0.007156689,0.01064709,0.009640118,0.009684929,0.01144393,0.008526836,0.01008767,0.01057189,0.0109468,0.00895658,0.009941116,0.009939238,0.008374874,0.005224292,0.003948169,0.002110942
7.15,281.4754257,218.3,3,0.023384,0.02338859,0.02340676,0.02342493,0.02349636,0.02358731,0.02382679,0.02400415,0.02464139,0.02596116,0.02742567,0.03564322,0.0410254,0.04450005,0.04251967,0.0556334,0.06124607,0.06142674,0.05666418,0.0650363,0.07928597,0.05962734,0.05002687,0.04787054,0.02351945,0.01472165,0.0118497,0.01067266
7.15,249.5899355,291.9,3,0.034538,0.03465407,0.0348414,0.03502873,0.03562665,0.0365277,0.03826281,0.04110089,0.05088285,0.06779453,0.0798701,0.125391,0.07984523,0.0738854,0.06017345,0.05009746,0.05691633,0.04141052,0.04456345,0.05022667,0.05187011,0.03850329,0.03141101,0.02653477,0.0176611,0.01454681,0.009360926,0.003926833
7.15,265.5673189,246.4,3,0.023859,0.02387754,0.023905215,0.02393289,0.02402004,0.02420833,0.02429148,0.02469066,0.02575914,0.0286975,0.02918831,0.0363078,0.03541091,0.046464,0.06803869,0.09159593,0.05855186,0.05052523,0.04846673,0.04402241,0.04529421,0.04343161,0.03377929,0.02699489,0.01344082,0.01023688,0.00854982,0.006423733
7.15,252.9079747,292.7,3,0.018423,0.01843645,0.01845932,0.01848219,0.01859051,0.01859719,0.01881484,0.01896753,0.01958215,0.01980031,0.02231425,0.02679177,0.03455896,0.0298561,0.04250423,0.04934379,0.0594838,0.04405911,0.04056187,0.04041887,0.04286197,0.04776742,0.04071712,0.02806635,0.01908204,0.01023028,0.009026065,0.006765741
7.15,266.2365922,446.1,3,0.019756,0.01977343,0.0197998,0.01982617,0.01992616,0.02011392,0.0203241,0.02068175,0.02184083,0.02284591,0.02421981,0.02751908,0.02905308,0.03511283,0.04825326,0.07350121,0.07230682,0.04297517,0.04127636,0.04404083,0.03594117,0.03609715,0.02989738,0.02124571,0.01236542,0.008455482,0.00874837,0.008090839
7.15,238.8948933,394.1,3,0.025235,0.02527341,0.02530942,0.02534543,0.02571793,0.02583682,0.02687156,0.02741189,0.0289178,0.03865536,0.04245238,0.05903125,0.07629027,0.06253044,0.07108191,0.0705974,0.05734382,0.05738669,0.05056645,0.05233276,0.05630595,0.04316524,0.03538822,0.03992097,0.02564396,0.01843579,0.01395751,0.01944796
7.15,220.8768348,364.2,3,0.16235,0.1626042,0.16298515,0.1633661,0.1654151,0.1671029,0.1674884,0.1713053,0.1867866,0.2166583,0.2235999,0.4462315,0.461882,0.4413907,0.2258423,0.2394373,0.2513975,0.2179454,0.1911123,0.170011,0.1602199,0.1141052,0.04971543,0.03243307,0.0147536,0.008777208,0.007672729,0.004367156
7.15,204.6360731,392.9,3,0.055298,0.05556202,0.05600167,0.05644132,0.0584661,0.06011223,0.07260837,0.07755905,0.1142834,0.1289037,0.1329288,0.1622149,0.1820907,0.1906859,0.1431287,0.1505747,0.1396828,0.08962397,0.08924598,0.08291686,0.05171869,0.04563425,0.03657892,0.02425715,0.01129695,0.005690694,0.004241248,0.003585097
7.15,217.4324384,605.6,3,0.031527,0.03158412,0.03167271,0.0317613,0.03195286,0.03302315,0.03251466,0.0385012,0.05683602,0.05417224,0.06320505,0.07927728,0.07603912,0.06010947,0.08215313,0.07272598,0.06240024,0.06308936,0.07422588,0.07250457,0.05212821,0.05130082,0.04262732,0.03887181,0.02261324,0.0160557,0.01096561,0.01189055
7.15,203.8070351,508.7,3,0.068305,0.06859082,0.06899931,0.0694078,0.07101246,0.0742492,0.08178494,0.08828192,0.1120517,0.1346119,0.1441717,0.2434052,0.2935427,0.1936252,0.1111359,0.07518192,0.07688054,0.07848635,0.07151826,0.05800406,0.03719905,0.02935046,0.02609447,0.02677143,0.01419843,0.008892767,0.006649791,0.004807256
7.15,218.4297093,135.5,3,0.041258,0.04130043,0.041367605,0.04143478,0.0416927,0.04222699,0.04226394,0.04334212,0.04501438,0.04702863,0.04922913,0.05970975,0.07838586,0.1153616,0.08851917,0.1153307,0.1323834,0.1134032,0.1087356,0.09986738,0.06956804,0.06278459,0.04731537,0.03485679,0.02301411,0.02226606,0.01932094,0.01789735
7.15,197.156094,169,3,0.10315,0.1032395,0.1033782,0.1035169,0.1039258,0.1048416,0.1051624,0.1070041,0.1168484,0.123803,0.127824,0.1357477,0.1526541,0.232819,0.3283161,0.369481,0.3078795,0.3041877,0.3051483,0.2830657,0.2584321,0.2174985,0.1500605,0.0836971,0.07465649,0.04241801,0.02739081,0.01666608
7.15,180.7304962,571,3,0.080723,0.08082324,0.080974905,0.08112657,0.08195186,0.08326011,0.08880144,0.09822644,0.1268402,0.1528666,0.1234664,0.1411963,0.1745002,0.2018279,0.1866284,0.2345046,0.2016165,0.2154767,0.1845866,0.1528954,0.1104008,0.0853975,0.06670215,0.0372235,0.03097777,0.02718492,0.01921999,0.01192309
7.15,197.6080526,441,3,0.049367,0.04952654,0.049744915,0.04996329,0.05070363,0.05266128,0.05882389,0.0613175,0.07697932,0.1016496,0.09425651,0.09596527,0.1037844,0.1047568,0.07064182,0.08288386,0.07115164,0.08281735,0.08537328,0.08534276,0.09714918,0.06045821,0.049235,0.03755184,0.02217106,0.0185618,0.008773499,0.005402207
7.15,171.2174754,430.6,3,0.040877,0.04103227,0.0413594,0.04168653,0.04526894,0.04664917,0.05265834,0.06326357,0.0917084,0.09540233,0.1088145,0.08884933,0.09092005,0.07886992,0.07564195,0.07695504,0.07566897,0.08284581,0.0772898,0.07088035,0.0616498,0.04805015,0.04955744,0.03664274,0.01775026,0.01434789,0.009025655,0.00648277
7.15,217.6197808,232.4,3,0.024823,0.02485386,0.02490784,0.02496182,0.02510957,0.02538502,0.02570079,0.0261154,0.02641533,0.02887826,0.02917037,0.04021446,0.04895724,0.08109383,0.06997517,0.05594286,0.04856829,0.05450222,0.06007565,0.05496804,0.049114,0.0437118,0.03241756,0.0345597,0.02393528,0.02018197,0.01253757,0.01357427
7.15,245.092405,576.9,3,0.02553,0.02555484,0.025634965,0.02571509,0.02603995,0.0261324,0.02770723,0.02779378,0.03086256,0.03663889,0.04176079,0.05066668,0.06601487,0.08397197,0.05218097,0.0498999,0.03671683,0.02760543,0.02898543,0.02498676,0.02193172,0.02103325,0.01619024,0.01139519,0.005894119,0.004174397,0.003795189,0.00242791
7.15,213.5028396,489.5,3,0.069379,0.0695871,0.06996136,0.07033562,0.07255413,0.07228258,0.08654866,0.1023501,0.1252299,0.1368027,0.1937994,0.1843978,0.1294325,0.1325156,0.116595,0.08404541,0.06731729,0.05864983,0.04408746,0.04297406,0.04282473,0.03228742,0.04590847,0.02364129,0.0104638,0.008498863,0.007973921,0.003532863
7.15,161.2335333,492.8,3,0.092112,0.0923922,0.092841225,0.09329025,0.09565616,0.1072998,0.1226031,0.1352431,0.1727754,0.1952232,0.2437567,0.2528517,0.2695288,0.2027855,0.1561603,0.1410773,0.1544631,0.1537678,0.1672161,0.1805742,0.1414621,0.1264924,0.09086379,0.05025162,0.03008562,0.01608378,0.01239108,0.01166814
7.15,380.5136991,447.4,3,0.0063884,0.006398853,0.0064131035,0.006427354,0.006453187,0.006914071,0.0070096,0.008058798,0.008167379,0.008635148,0.009152552,0.009510034,0.01038324,0.01187155,0.01343055,0.01551044,0.01822015,0.01309513,0.01300135,0.0130714,0.01421356,0.0185415,0.01324417,0.01959601,0.00502714,0.003512545,0.00280499,0.001976434
7.15,361.9314844,418.3,3,0.01438,0.01443535,0.014510875,0.0145864,0.01545481,0.0172782,0.02035568,0.02235777,0.02614674,0.03462762,0.0332294,0.04408972,0.06602663,0.03205328,0.01363914,0.01038369,0.01113777,0.009278104,0.009477764,0.01044976,0.0108225,0.009789412,0.008494322,0.007857312,0.003083691,0.001821371,0.001490127,0.001207338
7.15,363.1624353,179.8,3,0.027535,0.02758462,0.027653455,0.02772229,0.02810665,0.02867102,0.03007844,0.03290869,0.03764542,0.04098296,0.04165326,0.04436714,0.045065,0.07081302,0.08912466,0.05960071,0.05590991,0.03877407,0.03621215,0.04299707,0.0395114,0.03625814,0.02557347,0.01868665,0.01185155,0.006692164,0.006954608,0.003954774
7.15,359.8355235,376.7,3,0.011784,0.01193787,0.01218547,0.01243307,0.01361865,0.01855492,0.0290012,0.04162313,0.02699448,0.02639906,0.02945118,0.02038314,0.02178118,0.01698326,0.01973322,0.01948144,0.0190738,0.01357037,0.01566178,0.01609799,0.01359778,0.008511574,0.00699095,0.008708899,0.005636051,0.002624995,0.002473436,0.001159167
7.15,350.8723365,293.4,3,0.028278,0.02834688,0.02848601,0.02862514,0.02944906,0.03028476,0.03300681,0.03563192,0.03971864,0.05094748,0.05298931,0.0533991,0.07538565,0.05804503,0.06184832,0.0561388,0.06290731,0.06031252,0.06237305,0.05621375,0.04808072,0.03879164,0.05238101,0.03570879,0.0127417,0.01134829,0.01112872,0.004511519
7.15,344.1783388,272,3,0.034695,0.0347845,0.034945025,0.03510555,0.03575573,0.03830429,0.04300401,0.04282006,0.04646783,0.06704057,0.06921414,0.06551923,0.111937,0.1042524,0.07797273,0.04841629,0.05066589,0.03986406,0.03253194,0.04338775,0.0397608,0.03638792,0.02725353,0.0233921,0.01639228,0.01316049,0.005685637,0.002678752
7.15,340.6338316,284.1,3,0.070504,0.07057482,0.07064143,0.07070804,0.07100481,0.07172425,0.07310967,0.07482896,0.07633169,0.07419767,0.08273295,0.09052347,0.1174346,0.2163861,0.2644657,0.3350485,0.1520951,0.08190729,0.07525159,0.07031892,0.06327787,0.04685692,0.04068765,0.03205946,0.01476439,0.009158897,0.007261196,0.003283638
7.15,327.400489,373.6,3,0.034821,0.03512008,0.035558565,0.03599705,0.03776024,0.04097675,0.05701317,0.06246889,0.09706275,0.09404006,0.1015818,0.1028728,0.0933072,0.06397144,0.06728211,0.05974622,0.06255398,0.04716043,0.04915286,0.05810995,0.06158931,0.05125377,0.036672,0.03930267,0.01661534,0.01163984,0.01462221,0.008519753
7.15,313.0574079,385.6,3,0.020086,0.02015354,0.02026075,0.02036796,0.02167745,0.02501794,0.02572425,0.02723003,0.02698074,0.03450782,0.03196905,0.04845235,0.05455947,0.06686879,0.05124601,0.03622895,0.03977542,0.02932819,0.02601927,0.02938494,0.02949204,0.02677339,0.02279449,0.01718383,0.006972353,0.004955986,0.006055013,0.002759258
7.15,306.9231141,246.9,3,0.061671,0.06203607,0.062591205,0.06314634,0.06560778,0.07021886,0.08509149,0.09047891,0.1092515,0.1377286,0.1325425,0.1658682,0.1607894,0.1605683,0.131756,0.09312692,0.08243062,0.07061016,0.06566246,0.07151948,0.06886902,0.05255663,0.05568573,0.0414687,0.02183234,0.01702336,0.01474768,0.009139441
7.15,282.6504857,268.9,3,0.089496,0.08976059,0.090185285,0.09060998,0.09265729,0.09184351,0.0985751,0.1036278,0.135976,0.1491155,0.1772978,0.2069907,0.2712349,0.199106,0.1422245,0.1083838,0.0960031,0.06668559,0.05566723,0.06243835,0.07525362,0.08470211,0.05898958,0.05069877,0.01761464,0.01529433,0.02001579,0.01191491
7.15,263.3236285,227.4,3,0.11886,0.1193934,0.12077855,0.1221637,0.1279697,0.1327338,0.1564984,0.19086,0.2155049,0.3603754,0.3637286,0.3953625,0.3307905,0.2191509,0.1950929,0.1247164,0.1268319,0.1222901,0.1520686,0.1766988,0.2014016,0.1233752,0.05947071,0.02964549,0.01163584,0.00671005,0.005317678,0.002478768
7.15,255.9931779,344,3,0.053252,0.05342588,0.053696705,0.05396753,0.0547422,0.0572006,0.06014816,0.0641989,0.07589902,0.08523024,0.09249778,0.1526001,0.2296915,0.07536002,0.06047174,0.0704793,0.04645177,0.05868427,0.05565957,0.04300721,0.02567515,0.02456037,0.0225243,0.02038786,0.009195977,0.005065563,0.004422909,0.003010043
7.15,266.727771,278.7,3,0.043826,0.04389609,0.04402104,0.04414599,0.04547178,0.04669133,0.05021295,0.05965786,0.07371075,0.07696424,0.08634652,0.07171608,0.09736589,0.1216322,0.1211965,0.09422591,0.09537635,0.07119758,0.07081974,0.07030039,0.08192092,0.1034137,0.06264299,0.051838,0.03761998,0.01419,0.01354589,0.004508653
7.15,280.2465429,429.7,3,0.014461,0.01451886,0.01459451,0.01467016,0.01496386,0.01546384,0.01634401,0.02092056,0.03506379,0.03319426,0.030075,0.02863338,0.02502476,0.02521723,0.03012728,0.031415,0.04111438,0.02634929,0.0252418,0.02684629,0.02518895,0.02761737,0.01960561,0.02726063,0.00826766,0.004731803,0.004240585,0.002849687
7.15,297.4254664,282.2,3,0.013976,0.01398624,0.01400242,0.0140186,0.01412139,0.01413399,0.01443756,0.01479788,0.01641824,0.01887072,0.01951605,0.02154965,0.03305173,0.03560548,0.03361082,0.03104708,0.03574314,0.03596327,0.03031669,0.03405684,0.03347835,0.02827221,0.02635009,0.02190595,0.01523222,0.01270585,0.008718278,0.009266198
7.15,324.3413978,608.5,3,0.0047102,0.004721996,0.0047380955,0.004754195,0.004813131,0.004937293,0.005047778,0.005461023,0.005701776,0.007278993,0.00780904,0.009593539,0.009228857,0.00906878,0.009041983,0.01042855,0.0100451,0.01092523,0.01065843,0.01088925,0.01268515,0.01034901,0.01088571,0.01368842,0.00732497,0.004012481,0.002724906,0.00152169
7.15,325.9083738,462,3,0.0062828,0.006285429,0.006288778,0.006292127,0.006301166,0.006349555,0.006432652,0.006522865,0.006503591,0.006865831,0.006911393,0.00686323,0.008178238,0.01160915,0.01108585,0.01568783,0.01769956,0.01615188,0.01894484,0.02092956,0.0194486,0.01986231,0.01706542,0.01626837,0.01067133,0.008423928,0.006823675,0.003677232
7.15,320.1616336,129.1,3,0.013087,0.0130933,0.0131025,0.0131117,0.0131173,0.01325081,0.01340824,0.01409182,0.01434159,0.01485886,0.01602456,0.01669311,0.01718251,0.01895861,0.02893829,0.02877555,0.03409039,0.03108143,0.03212063,0.03950074,0.04911896,0.04313478,0.03739909,0.02766823,0.01505454,0.01860298,0.01934866,0.007585996
7.15,310.9388789,182,3,0.019904,0.019924,0.019968995,0.02001399,0.02020506,0.02046865,0.02115726,0.0225909,0.02552912,0.0275467,0.02638876,0.0305812,0.02594347,0.03035426,0.03471135,0.04048679,0.05200113,0.04858085,0.05102709,0.05302883,0.06529646,0.06295455,0.05551836,0.06695833,0.04211815,0.03125339,0.02118791,0.01215571
7.15,278.6125738,239.8,3,0.041745,0.04179785,0.04187914,0.04196043,0.042262,0.04280023,0.04342975,0.04527284,0.04959526,0.06196745,0.06474417,0.1121089,0.1019945,0.09655312,0.08323821,0.08391669,0.09062161,0.08288795,0.07586046,0.09141495,0.0946453,0.06801669,0.06615988,0.04883594,0.02455589,0.02171613,0.01583537,0.01295636
7.15,324.4475098,390.2,3,0.019615,0.01968324,0.019794005,0.01990477,0.02049361,0.02070191,0.02114818,0.02143089,0.02608498,0.02715463,0.02927463,0.03645188,0.04457473,0.05247525,0.05563224,0.04775785,0.06504258,0.04585616,0.03407475,0.02881503,0.01996611,0.01557809,0.0211945,0.01630316,0.006771667,0.003872186,0.002880492,0.001903492
7.15,335.7635313,222.7,3,0.015709,0.01571636,0.015730595,0.01574483,0.0157871,0.01583038,0.01598414,0.01655775,0.01775616,0.01799,0.01853673,0.02260777,0.02454494,0.03829794,0.06409921,0.05620269,0.0604406,0.03141493,0.03250637,0.03617429,0.03989864,0.03539987,0.02841338,0.01440455,0.007498766,0.007598674,0.006190691,0.00255748
7.15,337.3569801,176,3,0.02545,0.02547102,0.025507435,0.02554385,0.02576685,0.02597077,0.02631803,0.0262249,0.02838376,0.03241492,0.03090536,0.06469175,0.06142939,0.052023,0.05306486,0.05721528,0.09680486,0.09099844,0.08525839,0.07449181,0.0726366,0.04058581,0.03399356,0.03478032,0.02114676,0.009975643,0.01394332,0.009120039
